,name,abbreviation,Leistung_kw2011,Produktion_kwh2011,Verguetung_chf2011,Anlage_energietraeger2011,Anlagentyp2011,Anlage_projekt-bezeichnung2011,Leistung_kw2012,Produktion_kwh2012,Verguetung_chf2012,Anlage_energietraeger2012,Anlagentyp2012,Anlage_projekt-bezeichnung2012,Leistung_kw2013,Produktion_kwh2013,Verguetung_chf2013,Anlage_energietraeger2013,Anlagentyp2013,Anlage_projekt-bezeichnung2013,Leistung_kw2014,Produktion_kwh2014,Verguetung_chf2014,Anlage_energietraeger2014,Anlagentyp2014,Anlage_projekt-bezeichnung2014,Leistung_kw2015,Produktion_kwh2015,Verguetung_chf2015,Anlage_energietraeger2015,Anlagentyp2015,Anlage_projekt-bezeichnung2015,Leistung_kw2016,Produktion_kwh2016,Verguetung_chf2016,Anlage_energietraeger2016,Anlagentyp2016,Anlage_projekt-bezeichnung2016,Leistung_kw2017,Produktion_kwh2017,Verguetung_chf2017,Anlage_energietraeger2017,Anlagentyp2017,Anlage_projekt-bezeichnung2017,Leistung_kw2018,Produktion_kwh2018,Verguetung_chf2018,Anlage_energietraeger2018,Anlagentyp2018,Anlage_projekt-bezeichnung2018,Leistung_kw2019,Produktion_kwh2019,Verguetung_chf2019,Anlage_energietraeger2019,Anlagentyp2019,Anlage_projekt-bezeichnung2019,Leistung_kw2020,Produktion_kwh2020,Verguetung_chf2020,Anlage_energietraeger2020,Anlagentyp2020,Anlage_projekt-bezeichnung2020,Leistung_kw2021,Produktion_kwh2021,Verguetung_chf2021,Anlage_energietraeger2021,Anlagentyp2021,Anlage_projekt-bezeichnung2021
